Epoch,TrainLoss,ValLoss,TrainMSE_Low,ValMSE_Low,TrainRMSE_Low,ValRMSE_Low,TrainMAE_Low,ValMAE_Low,TrainMAPE_Low,ValMAPE_Low,TrainR2_Low,ValR2_Low,TrainMSE_Open,ValMSE_Open,TrainRMSE_Open,ValRMSE_Open,TrainMAE_Open,ValMAE_Open,TrainMAPE_Open,ValMAPE_Open,TrainR2_Open,ValR2_Open,TrainMSE_Volume,ValMSE_Volume,TrainRMSE_Volume,ValRMSE_Volume,TrainMAE_Volume,ValMAE_Volume,TrainMAPE_Volume,ValMAPE_Volume,TrainR2_Volume,ValR2_Volume,TrainMSE_High,ValMSE_High,TrainRMSE_High,ValRMSE_High,TrainMAE_High,ValMAE_High,TrainMAPE_High,ValMAPE_High,TrainR2_High,ValR2_High,TrainMSE_Adjusted Close,ValMSE_Adjusted Close,TrainRMSE_Adjusted Close,ValRMSE_Adjusted Close,TrainMAE_Adjusted Close,ValMAE_Adjusted Close,TrainMAPE_Adjusted Close,ValMAPE_Adjusted Close,TrainR2_Adjusted Close,ValR2_Adjusted Close,TrainTime,ValTime
1,0.13992083770469488,0.01036786362528801,0.03434784,0.0017016308,0.1853317,0.04125083,0.18104254,0.033069413,50.79335570335388,2.882019430398941,-0.07842929507090468,0.8833443207787969,0.03969259,0.0018683298,0.19922999,0.043224182,0.19361359,0.036521938,57.10269212722778,3.118055872619152,-0.26847823115870906,0.872675123264877,0.6617776,0.04199292,0.8134971,0.20492174,0.42825207,0.13406499,249.00739192962646,38.07443976402283,0.3586186227407253,0.2530179973155692,0.037551887,0.0026743584,0.19378309,0.0517142,0.18766963,0.04422823,53.03183197975159,3.7193618714809418,-0.18846940569375992,0.8182492602193087,0.041848786,0.0036020738,0.20456976,0.06001728,0.19613205,0.053432435,59.48570370674133,4.361126944422722,-0.3238098413890982,0.7523453529162243,0.6295042037963867,0.015606403350830078
2,0.11049133149722098,0.011353431409224868,0.016928248,0.0008977585,0.1301086,0.029962618,0.12587984,0.0249868,36.94916069507599,2.136632986366749,0.46849872067527853,0.938453963632811,0.015407639,0.0015334308,0.12412751,0.039159045,0.117692724,0.034377314,36.35200262069702,2.80802883207798,0.507609496202849,0.895498165798222,0.6281432,0.05148084,0.79255486,0.2268939,0.42345908,0.1738481,219.6021318435669,41.356319189071655,0.39121652157310616,0.08424422110466045,0.022726921,0.001105818,0.15075451,0.03325384,0.14589673,0.027358957,43.13599169254303,2.3435642942786217,0.2807218241440793,0.9248480467958677,0.017062025,0.0017493012,0.13062169,0.04182465,0.123521246,0.03622526,38.16750347614288,2.952565625309944,0.46027406197015,0.8797296795088523,0.6510765552520752,0.015608549118041992
3,0.10919107319376267,0.008028296171687543,0.0012785719,0.0010682715,0.035757124,0.032684423,0.03146899,0.02640708,8.72231349349022,2.129547670483589,0.9598563005994982,0.9267644171571003,0.001139044,0.0009786055,0.033749726,0.03128267,0.030289792,0.024947762,8.702550083398819,2.0192503929138184,0.963598937539769,0.9333089897611451,0.46770102,0.035227004,0.6838867,0.18768859,0.36188585,0.1105737,276.0812759399414,36.57491207122803,0.546713760641228,0.37337214102012617,0.0025236697,0.0020538606,0.05023614,0.04531954,0.04561042,0.038660735,14.023742079734802,3.091164492070675,0.9201290565218265,0.8604185905245073,0.0016019044,0.00081374234,0.040023796,0.02852617,0.035684023,0.021885185,9.511107951402664,1.8197787925601006,0.9493266790399009,0.9440524897094309,0.6338250637054443,0.015645265579223633
4,0.08678033138858154,0.007817348081152886,0.00041348633,0.000726578,0.020334363,0.026955111,0.01580497,0.021071376,3.8405299186706543,1.7179729416966438,0.9870176463715505,0.9501892839517536,0.00023125252,0.0012111749,0.015206989,0.034801938,0.011223133,0.029460281,2.8976479545235634,2.397334948182106,0.9926097344842928,0.9174596032239664,0.43974948,0.035251793,0.66313607,0.1877546,0.35138404,0.098715074,299.4786024093628,37.319543957710266,0.573803823188966,0.3729311594681465,0.0008134791,0.0011956963,0.028521556,0.03457884,0.024558349,0.028315142,7.7924929559230804,2.2798510268330574,0.9742544207501099,0.9187398794660677,0.0005277452,0.00070149853,0.022972705,0.026485818,0.019014992,0.020153219,5.327897146344185,1.6618946567177773,0.9833057440681616,0.9517696251094361,0.6065611839294434,0.016666412353515625
5,0.08309728756327839,0.007441444380674511,0.00034070833,0.0008746937,0.018458286,0.029575221,0.013622204,0.024111168,3.524239733815193,1.962181180715561,0.989302680163623,0.9400351825590202,0.00037428548,0.00041706528,0.019346459,0.020422176,0.016425392,0.015151753,4.564663395285606,1.248861476778984,0.9880387504758941,0.9715774021864656,0.4237146,0.034295894,0.6509336,0.18519151,0.34724963,0.09777527,309.492826461792,36.77958846092224,0.5893444658982874,0.3899349197321822,0.0005936504,0.0008634348,0.024364943,0.029384261,0.020963546,0.023246085,6.5171293914318085,1.8812023103237152,0.981211718751462,0.9413205301906059,0.0004309517,0.0007561301,0.020759376,0.02749782,0.01673244,0.02146521,4.984370246529579,1.7623895779252052,0.9863676302431418,0.9480135220863167,0.6367475986480713,0.015575647354125977
6,0.08116393504486255,0.0074928074493072925,0.00058416283,0.0005408664,0.02416946,0.023256535,0.017888352,0.0175814,4.9699898809194565,1.4459957368671894,0.9816588640454433,0.9629207805554514,0.0002910705,0.0006467149,0.017060788,0.02543059,0.013255955,0.020209134,3.556954488158226,1.6458680853247643,0.9906980975900695,0.955927007391012,0.41615742,0.03512308,0.6451026,0.18741153,0.34267423,0.0980987,315.66755771636963,37.601107358932495,0.5966687474937775,0.37522072055900846,0.0004404977,0.0005494525,0.020988038,0.023440404,0.017921628,0.017236065,4.811869189143181,1.4084753580391407,0.9860588080117129,0.9626589289417192,0.0005122548,0.0006039196,0.022633046,0.024574775,0.018079828,0.018003564,4.652361571788788,1.5109132044017315,0.9837957552151665,0.9584785070609603,0.6425738334655762,0.0
7,0.08026057410204564,0.007297412032494321,0.0008568677,0.00061327236,0.029272303,0.024764337,0.022710504,0.018150557,6.456063687801361,1.531529240310192,0.973096669072898,0.9579569745115313,0.000593186,0.00034092463,0.02435541,0.018464144,0.018621774,0.013612425,5.455194041132927,1.1466093361377716,0.981043226084259,0.976766313851517,0.4161487,0.03452717,0.6450959,0.18581489,0.34217796,0.09749731,314.2967224121094,37.150031328201294,0.5966772095247088,0.3858209750355025,0.0005576415,0.00039687208,0.023614435,0.01992165,0.020429226,0.014475024,5.095430836081505,1.2217886745929718,0.9823513558412863,0.973028372511244,0.00046468584,0.0006088234,0.021556573,0.024674347,0.017130686,0.017991634,4.398796707391739,1.5127293765544891,0.9853005127334096,0.9581413552310312,0.5950603485107422,0.015642642974853516
8,0.08033991583129939,0.007629049685783684,0.0003631453,0.0009944343,0.01905637,0.031534653,0.013694178,0.027117733,3.8004636764526367,2.2071009501814842,0.9885982189175622,0.9318263354028041,0.00024394137,0.00089852413,0.015618622,0.029975392,0.011463715,0.02563148,3.158722072839737,2.0868344232439995,0.9922042296185968,0.9387664458877163,0.4136566,0.034375638,0.6431614,0.18540668,0.34082353,0.09720248,315.31057357788086,37.00303137302399,0.5990925303233781,0.3885164531730164,0.00034795373,0.000718191,0.018653518,0.026799085,0.015431826,0.021293493,4.205036908388138,1.728028804063797,0.9889877069220293,0.9511913779502981,0.0003584625,0.0011584575,0.018933106,0.03403612,0.013847334,0.028526044,3.7841200828552246,2.3270994424819946,0.9886606940685099,0.9203521688104107,0.6270654201507568,0.010010957717895508
9,0.07935430472785168,0.007299504225375131,0.0013858324,0.00054575526,0.03722677,0.023361405,0.029124983,0.01860262,8.386564254760742,1.5307814814150333,0.956488606075593,0.962585626829627,0.0011645642,0.0003772206,0.03412571,0.019422168,0.029284101,0.015208704,7.96855241060257,1.2802126817405224,0.9627833750598658,0.9742927812314967,0.4086114,0.034562964,0.63922715,0.18591118,0.33903635,0.09817909,320.25437355041504,37.25009858608246,0.6039821840260318,0.38518422252864903,0.0011437552,0.0004209774,0.03381945,0.020517733,0.030700328,0.0153729245,7.666043192148209,1.3305798172950745,0.9638016051462844,0.9713901628355935,0.0016420363,0.0005906038,0.040522046,0.024302341,0.032102216,0.01866814,9.126605093479156,1.581096462905407,0.9480571808126621,0.9593940077415931,0.633014440536499,0.0
10,0.07904316542793394,0.008069338742643595,0.0006679615,0.0015897234,0.02584495,0.039871335,0.018530747,0.03517638,5.610642954707146,2.8272347524762154,0.9790278139887993,0.8910161598498295,0.0005039359,0.0017167657,0.022448517,0.04143387,0.016401779,0.036954973,5.014985799789429,2.981802448630333,0.9838954408037123,0.8830040787054264,0.4048053,0.03361741,0.6362431,0.18335052,0.33790094,0.100423425,322.02608585357666,36.26224398612976,0.6076709852094975,0.4020039348076372,0.00057513436,0.0009896123,0.023981959,0.031458102,0.017726222,0.02677137,5.7664599269628525,2.1697554737329483,0.9817977292088245,0.9327454458775362,0.00071547035,0.002433178,0.026748277,0.049327254,0.018813152,0.043664694,5.719476193189621,3.531455621123314,0.977367404812788,0.8327108508829925,0.6122887134552002,0.0
